DEBUG 2022-04-27 13:54:42,245 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - TFCLPortal.Applications.Dto.ApplicationListDto
INFO  2022-04-29 10:53:18,403 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 12.5418ms.
INFO  2022-04-29 10:53:18,404 [31   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2022-04-29 10:53:18,404 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 13.9488ms
INFO  2022-04-29 10:53:18,404 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 18.705ms 200 application/x-javascript; charset=utf-8
INFO  2022-04-29 10:53:18,574 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/Dashboard/getNotificationsCount  0
INFO  2022-04-29 10:53:18,578 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "getNotificationsCount", controller = "Dashboard", area = ""}. Executing action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc)
INFO  2022-04-29 10:53:19,173 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-29 10:53:19,191 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 17.9306ms.
INFO  2022-04-29 10:53:19,275 [29   ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2022-04-29 10:53:19,275 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) in 697.3805ms
INFO  2022-04-29 10:53:19,275 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 701.262ms 200 application/json; charset=utf-8
INFO  2022-04-29 10:53:31,876 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/CustomerAccount/CreditForm?AccountId=605  
INFO  2022-04-29 10:53:31,880 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "CreditForm", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.CreditForm (TFCLPortal.Web.Mvc)
INFO  2022-04-29 10:53:31,926 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.CreditForm (TFCLPortal.Web.Mvc) with arguments (605) - Validation state: Valid
INFO  2022-04-29 10:53:32,067 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Controllers.CustomerAccountController.CreditForm (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 140.6795ms.
INFO  2022-04-29 10:53:32,287 [31   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view CreditForm.
INFO  2022-04-29 10:53:32,650 [31   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view CreditForm executed in 364.0628ms.
INFO  2022-04-29 10:53:32,650 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Controllers.CustomerAccountController.CreditForm (TFCLPortal.Web.Mvc) in 769.1823ms
INFO  2022-04-29 10:53:32,650 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 774.7237ms 200 text/html; charset=utf-8
INFO  2022-04-29 10:53:32,678 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/scss/_jquerydatatable.scss?v=kFTqMQe9I4ok3-24yvMoVYLlQdSDIpUYRxNup2k0SNk  
INFO  2022-04-29 10:53:32,684 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 5.9515ms 404 
INFO  2022-04-29 10:53:32,726 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=637868262979221685  
INFO  2022-04-29 10:53:32,726 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=637868262979221685  
INFO  2022-04-29 10:53:32,731 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2022-04-29 10:53:32,731 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2022-04-29 10:53:32,732 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2022-04-29 10:53:32,732 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2022-04-29 10:53:32,732 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 0.047ms.
INFO  2022-04-29 10:53:32,733 [31   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2022-04-29 10:53:32,733 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 1.7705ms
INFO  2022-04-29 10:53:32,733 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 7.6567ms 200 application/x-javascript
INFO  2022-04-29 10:53:32,743 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 10.2701ms.
INFO  2022-04-29 10:53:32,743 [33   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2022-04-29 10:53:32,743 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 11.5242ms
INFO  2022-04-29 10:53:32,743 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 17.4457ms 200 application/x-javascript; charset=utf-8
INFO  2022-04-29 10:53:32,920 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/Dashboard/getNotificationsCount  0
INFO  2022-04-29 10:53:32,923 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "getNotificationsCount", controller = "Dashboard", area = ""}. Executing action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc)
INFO  2022-04-29 10:53:33,651 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-29 10:53:33,671 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 19.8334ms.
INFO  2022-04-29 10:53:33,750 [31   ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2022-04-29 10:53:33,750 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) in 826.5412ms
INFO  2022-04-29 10:53:33,750 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 830.6081ms 200 application/json; charset=utf-8
INFO  2022-04-29 10:53:46,250 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/CustomerAccount/Credit application/x-www-form-urlencoded 422
INFO  2022-04-29 10:53:46,257 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Credit", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.Credit (TFCLPortal.Web.Mvc)
INFO  2022-04-29 10:53:46,404 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.Credit (TFCLPortal.Web.Mvc) with arguments (TFCLPortal.Transactions.Dto.CreateTransactionDto) - Validation state: Valid
INFO  2022-04-29 10:53:46,434 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Controllers.CustomerAccountController.Credit (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.RedirectToActionResult in 30.0985ms.
INFO  2022-04-29 10:53:46,457 [31   ] ft.AspNetCore.Mvc.RedirectToActionResult - Executing RedirectResult, redirecting to /CustomerAccount/ViewTransactions?accountid=605.
INFO  2022-04-29 10:53:46,459 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Controllers.CustomerAccountController.Credit (TFCLPortal.Web.Mvc) in 202.3115ms
INFO  2022-04-29 10:53:46,459 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 209.5575ms 302 
INFO  2022-04-29 10:53:46,466 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/CustomerAccount/ViewTransactions?accountid=605  
INFO  2022-04-29 10:53:46,470 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "ViewTransactions", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.ViewTransactions (TFCLPortal.Web.Mvc)
INFO  2022-04-29 10:53:46,517 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.ViewTransactions (TFCLPortal.Web.Mvc) with arguments (605) - Validation state: Valid
INFO  2022-04-29 10:53:46,589 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Controllers.CustomerAccountController.ViewTransactions (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 71.1268ms.
INFO  2022-04-29 10:53:46,845 [29   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view ViewTransactions.
INFO  2022-04-29 10:53:46,849 [29   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view ViewTransactions executed in 3.5146ms.
INFO  2022-04-29 10:53:46,849 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Controllers.CustomerAccountController.ViewTransactions (TFCLPortal.Web.Mvc) in 379.3007ms
INFO  2022-04-29 10:53:46,849 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 382.81ms 200 text/html; charset=utf-8
INFO  2022-04-29 10:53:46,878 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/scss/_jquerydatatable.scss?v=kFTqMQe9I4ok3-24yvMoVYLlQdSDIpUYRxNup2k0SNk  
INFO  2022-04-29 10:53:46,883 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 4.5216ms 404 
INFO  2022-04-29 10:53:46,919 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=637868262979221685  
INFO  2022-04-29 10:53:46,920 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=637868262979221685  
INFO  2022-04-29 10:53:46,925 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2022-04-29 10:53:46,925 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2022-04-29 10:53:46,926 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2022-04-29 10:53:46,926 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2022-04-29 10:53:46,926 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 0.0549ms.
INFO  2022-04-29 10:53:46,926 [20   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2022-04-29 10:53:46,927 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 1.6673ms
INFO  2022-04-29 10:53:46,927 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 7.2278ms 200 application/x-javascript
INFO  2022-04-29 10:53:46,936 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 9.9542ms.
INFO  2022-04-29 10:53:46,936 [31   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2022-04-29 10:53:46,936 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 11.3963ms
INFO  2022-04-29 10:53:46,936 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 16.1033ms 200 application/x-javascript; charset=utf-8
INFO  2022-04-29 10:53:47,118 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/Dashboard/getNotificationsCount  0
INFO  2022-04-29 10:53:47,121 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "getNotificationsCount", controller = "Dashboard", area = ""}. Executing action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc)
INFO  2022-04-29 10:53:47,617 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-29 10:53:47,636 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 18.7547ms.
INFO  2022-04-29 10:53:47,731 [31   ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2022-04-29 10:53:47,732 [31   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) in 610.8381ms
INFO  2022-04-29 10:53:47,732 [31   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 614.1378ms 200 application/json; charset=utf-8
INFO  2022-04-29 10:54:05,792 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/CustomerAccount/TransactionAuthorization  
INFO  2022-04-29 10:54:05,798 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "TransactionAuthorization", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc)
INFO  2022-04-29 10:54:05,867 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-29 10:54:05,921 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 54.2017ms.
INFO  2022-04-29 10:54:05,932 [29   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view TransactionAuthorization.
INFO  2022-04-29 10:54:05,979 [29   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view TransactionAuthorization executed in 48.9703ms.
INFO  2022-04-29 10:54:05,979 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) in 180.5613ms
INFO  2022-04-29 10:54:05,980 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 188.0537ms 200 text/html; charset=utf-8
INFO  2022-04-29 10:54:06,027 [30   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/scss/_jquerydatatable.scss?v=kFTqMQe9I4ok3-24yvMoVYLlQdSDIpUYRxNup2k0SNk  
INFO  2022-04-29 10:54:06,042 [30   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 14.8692ms 404 
INFO  2022-04-29 10:54:06,076 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=637868262979221685  
INFO  2022-04-29 10:54:06,078 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=637868262979221685  
INFO  2022-04-29 10:54:06,082 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2022-04-29 10:54:06,083 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2022-04-29 10:54:06,083 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 0.0537ms.
INFO  2022-04-29 10:54:06,083 [29   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2022-04-29 10:54:06,084 [30   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 1.8355ms
INFO  2022-04-29 10:54:06,084 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2022-04-29 10:54:06,084 [30   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 8.5214ms 200 application/x-javascript
INFO  2022-04-29 10:54:06,085 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2022-04-29 10:54:06,098 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 12.5558ms.
INFO  2022-04-29 10:54:06,099 [20   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2022-04-29 10:54:06,099 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 14.8809ms
INFO  2022-04-29 10:54:06,099 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 20.802ms 200 application/x-javascript; charset=utf-8
INFO  2022-04-29 10:54:06,283 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62114/Dashboard/getNotificationsCount  0
INFO  2022-04-29 10:54:06,288 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "getNotificationsCount", controller = "Dashboard", area = ""}. Executing action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc)
INFO  2022-04-29 10:54:06,944 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-29 10:54:06,964 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 19.8626ms.
INFO  2022-04-29 10:54:07,051 [33   ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2022-04-29 10:54:07,051 [33   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Mvc.Controllers.DashboardController.getNotificationsCount (TFCLPortal.Web.Mvc) in 762.9931ms
INFO  2022-04-29 10:54:07,051 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 768.1811ms 200 application/json; charset=utf-8
INFO  2022-04-29 10:54:08,571 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/CustomerAccount/AuthorizeTransaction?id=795&&authorize=true  
INFO  2022-04-29 10:54:08,576 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "AuthorizeTransaction", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.AuthorizeTransaction (TFCLPortal.Web.Mvc)
INFO  2022-04-29 10:54:08,618 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.AuthorizeTransaction (TFCLPortal.Web.Mvc) with arguments (795, True) - Validation state: Valid
INFO  2022-04-29 10:54:08,646 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Controllers.CustomerAccountController.AuthorizeTransaction (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.RedirectToActionResult in 27.7373ms.
INFO  2022-04-29 10:54:08,684 [20   ] ft.AspNetCore.Mvc.RedirectToActionResult - Executing RedirectResult, redirecting to /CustomerAccount/TransactionAuthorization.
INFO  2022-04-29 10:54:08,684 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Controllers.CustomerAccountController.AuthorizeTransaction (TFCLPortal.Web.Mvc) in 108.3232ms
INFO  2022-04-29 10:54:08,684 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 113.3803ms 302 
INFO  2022-04-29 10:54:08,691 [27   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/CustomerAccount/TransactionAuthorization  
INFO  2022-04-29 10:54:08,695 [27   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "TransactionAuthorization", controller = "CustomerAccount", area = ""}. Executing action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc)
INFO  2022-04-29 10:54:08,738 [27   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) - Validation state: Valid
INFO  2022-04-29 10:54:08,750 [27   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 12.5405ms.
INFO  2022-04-29 10:54:08,758 [29   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view TransactionAuthorization.
INFO  2022-04-29 10:54:08,767 [29   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view TransactionAuthorization executed in 8.8155ms.
INFO  2022-04-29 10:54:08,767 [29   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action TFCLPortal.Web.Controllers.CustomerAccountController.TransactionAuthorization (TFCLPortal.Web.Mvc) in 71.9357ms
INFO  2022-04-29 10:54:08,767 [29   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 76.5619ms 200 text/html; charset=utf-8
INFO  2022-04-29 10:54:08,819 [27   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/scss/_jquerydatatable.scss?v=kFTqMQe9I4ok3-24yvMoVYLlQdSDIpUYRxNup2k0SNk  
INFO  2022-04-29 10:54:08,827 [27   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 8.1319ms 404 
INFO  2022-04-29 10:54:08,853 [20   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=637868262979221685  
INFO  2022-04-29 10:54:08,858 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2022-04-29 10:54:08,859 [20   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
